"ensembl_id","gene_symbol","log2FoldChange","padj","baseMean","lfcSE","stat","pvalue"
"ENSG00000162616","DNAJB4",1.5164829786509,2.41754693685028e-62,1469.61478449393,0.089001108838032,17.0389223061328,4.22444330975284e-65
"ENSG00000148175","STOM",1.44523546081394,7.7040747540221e-61,11208.0708502114,0.0858560385749772,16.8332418406637,1.3926382418695e-63
"ENSG00000116285","ERRFI1",2.42189213437857,4.53692909151415e-60,3236.38741163337,0.144798073769127,16.7259969096009,8.47462050114116e-63
"ENSG00000172403","SYNPO2",1.74173447608556,5.29471707655858e-60,8024.15327009175,0.104202507834042,16.7148997878202,1.02091435556685e-62
"ENSG00000163083","INHBB",3.44776484004004,2.21536878007951e-59,419.056892805156,0.207353021822661,16.6275119105269,4.4051078418067e-62
"ENSG00000166741","NNMT",2.18475126877915,5.93862014750793e-56,7440.95640874438,0.135314338199498,16.1457484687107,1.21663705118866e-58
"ENSG00000105989","WNT2",-3.0452221853961,1.74257997606169e-55,334.213371344115,0.189410152401349,-16.0773968384939,3.67499994951549e-58
"ENSG00000070404","FSTL3",1.81284870610135,5.40059319844299e-54,2130.80247784628,0.114292717496546,15.8614542186919,1.17149527081193e-56
"ENSG00000122035","RASL11A",2.28628151670309,1.09441227117691e-53,944.705796203589,0.144561256311238,15.8153130032348,2.43994059011482e-56
"ENSG00000119139","TJP2",1.92530466751651,1.30727376699786e-52,5036.96608663562,0.122970539060295,15.6566335500286,2.99327567762827e-55
"ENSG00000136478","TEX2",1.46315185577771,1.07179302406909e-51,3706.63936899454,0.0942718840135586,15.5205538861117,2.51867485771841e-54
"ENSG00000221866","PLXNA4",2.75059173072417,1.86726641441843e-49,847.684267008066,0.18114833690938,15.1841953266188,4.50052160621458e-52
"ENSG00000196569","LAMA2",2.02799799120967,2.54118465353539e-49,17200.5615676721,0.133752195054321,15.1623529646451,6.27793268226988e-52
"ENSG00000060718","COL11A1",2.42455849985762,2.59686942963562e-49,364.367803011544,0.159938191581847,15.1593467193661,6.57197614152182e-52
"ENSG00000157150","TIMP4",2.94226048669831,3.16166058062863e-49,167.742667905474,0.194274414810492,15.1448686105599,8.19181760466564e-52
"ENSG00000172986","GXYLT2",-1.57554777625687,6.31200404751185e-49,758.082224432527,0.104355897317066,-15.0978317159198,1.6734645582702e-51
"ENSG00000099337","KCNK6",2.7158608331524,7.16445891513373e-49,530.566430962415,0.180001472962523,15.0879922728068,1.94264070366967e-51
"ENSG00000126803","HSPA2",2.45637368382528,1.36978520182196e-48,449.499259551704,0.163282455904398,15.0437085859579,3.79670518702159e-51
"ENSG00000100242","SUN2",1.85640149237502,1.88851352186132e-48,2239.21367328856,0.123586958269558,15.0210145015948,5.348284859453e-51
"ENSG00000108821","COL1A1",-1.30758634465223,5.70550522461412e-48,101199.166044773,0.0874865009180564,-14.9461497594579,1.65018227754566e-50
"ENSG00000145685","LHFPL2",-1.24257344257756,7.8036228828446e-48,2022.23188524862,0.0832606378948003,-14.9239001044833,2.30403423270297e-50
"ENSG00000134686","PHC2",1.38492470441768,8.35675915976211e-48,2741.5819778392,0.0928359233151456,14.9179827696261,2.51770280783385e-50
"ENSG00000138316","ADAMTS14",-2.50975395153919,1.45759321543078e-47,801.307083812409,0.16867207855069,-14.8794867123485,4.47922716238671e-50
"ENSG00000168309","FAM107A",4.8298594438383,7.56016046809029e-47,159.824963434349,0.327057077895689,14.7676346737823,2.36881383671183e-49
"ENSG00000124440","HIF3A",2.52743988749528,1.47743715608703e-46,197.304006208961,0.171688089864377,14.7211136747564,4.71825555993085e-49
"ENSG00000102804","TSC22D1",1.1987599891666,2.27618213410166e-46,5404.87359693056,0.0816005149243589,14.6905934389975,7.40623254046095e-49
"ENSG00000131389","SLC6A6",-2.12750855536945,2.91021192101271e-46,742.189668392286,0.144997863741138,-14.672688965733,9.64459241116528e-49
"ENSG00000133142","TCEAL4",1.53645052097178,5.41995242901055e-46,3060.2823502889,0.105026178928176,14.6292147029599,1.82885837566035e-48
"ENSG00000103196","CRISPLD2",2.6286369502003,1.09854230100133e-45,3086.0137933911,0.180292357276016,14.5798579036605,3.77301224132778e-48
"ENSG00000103742","IGDCC4",-2.19959225777459,1.20626134059023e-45,371.472388610524,0.150943563295514,-14.5722825786767,4.21566388010566e-48
"ENSG00000141401","IMPA2",2.32426828111578,2.02725943837624e-45,628.318030728511,0.159901687545891,14.5356082026885,7.20705633069404e-48
"ENSG00000152268",NA,1.9103872643066,3.06133349857126e-45,1599.63664796078,0.131694493137431,14.5062046164147,1.10677277605613e-47
"ENSG00000163171","CDC42EP3",1.50300180034294,4.57351092893793e-45,1359.72212924312,0.10381639811741,14.4774990039929,1.68103257812252e-47
"ENSG00000112837","TBX18",-1.83623713234819,5.87625755552327e-44,2760.88691981078,0.128410238420934,-14.2997720036071,2.19527577996169e-46
"ENSG00000164647","STEAP1",1.56475591908206,4.70539681403674e-43,1923.30652153534,0.110558985893158,14.1531319814584,1.78621354112024e-45
"ENSG00000068383","INPP5A",1.37843112142646,1.09944856460631e-42,1249.23678057929,0.097815005452232,14.0922255747316,4.23985949233572e-45
"ENSG00000136999","CCN3",-2.55506899243685,1.27495054211501e-42,436.920172750496,0.18145934577737,-14.0806690418229,4.99347946718943e-45
"ENSG00000156675","RAB11FIP1",1.54460381429358,1.47850706063916e-42,1633.91568107726,0.109786826667863,14.0691179549842,5.87981839010511e-45
"ENSG00000196517","SLC6A9",-2.23160189460767,2.27441370937113e-42,230.182325910481,0.158973639260568,-14.0375593399477,9.18207511013894e-45
"ENSG00000167641","PPP1R14A",2.89346007325965,6.46354028135745e-41,231.929370484925,0.209713116569653,13.79722985662,2.64835345343641e-43
"ENSG00000134363","FST",-1.81022002401396,8.68666898422726e-41,2913.08361510285,0.131414914443927,-13.7748445956365,3.61159411853266e-43
"ENSG00000206538","VGLL3",1.36357950754697,1.31206145544206e-40,12774.1486578539,0.0992127958609364,13.7439883204003,5.5341227935011e-43
"ENSG00000227051","C14orf132",-1.15376151946226,2.40687229806654e-40,4625.48930758298,0.0842224783037479,-13.6989737502289,1.02969349941386e-42
"ENSG00000109906","ZBTB16",7.35006939693573,2.58380696359874e-40,385.38949167206,0.536783295891291,13.6928057433893,1.12095746793871e-42
"ENSG00000126016","AMOT",-2.37673788456847,3.28332644837067e-40,387.210197106816,0.173809483030853,-13.6743855578154,1.44422047921824e-42
"ENSG00000149218","ENDOD1",1.92376869197411,3.89816163153445e-40,2029.67620386267,0.140822954339391,13.6609028052183,1.73815353539136e-42
"ENSG00000185432","TMT1A",2.24674637832231,6.92092565521124e-40,3890.7792964688,0.164982857051819,13.6180595879524,3.1276778991374e-42
"ENSG00000106484","MEST",-1.86633934517654,7.15063830213307e-40,678.989813332519,0.13708259611976,-13.6147067388922,3.27457526489584e-42
"ENSG00000130513","GDF15",-1.87112986577404,1.00186021052702e-39,451.908933439293,0.137693547507733,-13.5890889561761,4.6483029772584e-42
"ENSG00000150907","FOXO1",2.22520378856415,1.76290961693144e-39,679.692766678582,0.164261500002279,13.5467153808609,8.28554772961268e-42
"ENSG00000124762","CDKN1A",-1.01062703475151,2.91442861169903e-39,8035.0706333993,0.074812398994633,-13.5088173662766,1.38732140470127e-41
"ENSG00000151726","ACSL1",1.59984655965763,7.71243941330275e-39,1462.08632916171,0.119075923634356,13.4355166924444,3.74445584441049e-41
"ENSG00000163378","EOGT",1.25919167023666,7.71243941330275e-39,1807.69287890237,0.0937238363460954,13.435127277407,3.76420578740373e-41
"ENSG00000169715","MT1E",2.22243721767976,7.92623478407652e-39,554.830425693048,0.165456003109312,13.4321945164568,3.91631267952684e-41
"ENSG00000221869","CEBPD",1.49720392007472,1.05331531342324e-38,1965.79026536934,0.11164643937142,13.4102254268395,5.26784592758068e-41
"ENSG00000013293","SLC7A14",-2.88545445099836,1.85365289672409e-38,245.142016848063,0.215858344189216,-13.3673519170009,9.3821910897098e-41
"ENSG00000196975","ANXA4",1.18243841843023,1.91182241003661e-38,4915.54158182288,0.0884782380006454,13.3641723111801,9.79181157225305e-41
"ENSG00000185950","IRS2",2.12158105345864,9.81383564199367e-38,1977.2554538644,0.160227944988011,13.2410176865052,5.08550171855541e-40
"ENSG00000145390","USP53",2.14484758460062,1.6566999655598e-37,8455.56669947255,0.162479030706148,13.2007655097334,8.68479736103295e-40
"ENSG00000147027","TMEM47",1.16211883044581,8.32753908119715e-37,12613.7377587914,0.0888625906885844,13.0777059439827,4.41566304618793e-39
"ENSG00000137672","TRPC6",1.95167070948839,1.1935059180487e-36,656.230885013256,0.149559570464963,13.0494538291389,6.40045955087578e-39
"ENSG00000131831","RAI2",1.42568787367729,1.32218787582701e-36,1018.9794204748,0.109325197819732,13.0407984811345,7.1702162463504e-39
"ENSG00000146122","DAAM2",1.6788209437559,3.37911422892201e-36,1945.07186339198,0.12945655260223,12.9682191438719,1.85285246343639e-38
"ENSG00000119138","KLF9",2.08030698946864,4.88638831292896e-36,1685.4586194847,0.160777123766418,12.9390733005709,2.70877154006667e-38
"ENSG00000163110","PDLIM5",1.60281461259826,1.35204665610696e-35,1315.92077208001,0.124637530921413,12.859807160404,7.57654489141644e-38
"ENSG00000020577","SAMD4A",1.20066486786118,1.6340820346322e-35,3109.16392075521,0.0934782315651403,12.8443258687933,9.25546585053184e-38
"ENSG00000071282","LMCD1",1.60262963746562,2.95799071346792e-35,3664.98515113061,0.125229938598459,12.797495993385,1.69323401891692e-37
"ENSG00000138735","PDE5A",-1.18147948416996,5.42396055018596e-35,6866.1440759183,0.0926686904376073,-12.7495001665685,3.13750429511841e-37
"ENSG00000101825","MXRA5",-1.32639913915224,6.57707989192854e-35,4778.38420534314,0.104164844256604,-12.7336545128866,3.84415973437616e-37
"ENSG00000246430","LINC00968",2.04860090557816,1.54328200495684e-34,2165.14311276554,0.161738858792404,12.6661021406587,9.11313789381597e-37
"ENSG00000099998","GGT5",2.37817912163252,3.0444506404589e-34,506.755921579822,0.188566595635436,12.6118791805011,1.81610396122819e-36
"ENSG00000046653","GPM6B",2.39348839985336,3.67496101408062e-34,1091.36565012837,0.190016016208564,12.5962455566179,2.21436551824573e-36
"ENSG00000163513","TGFBR2",1.45574839197125,5.97489117937927e-34,13234.4265631625,0.115930724381403,12.5570542212947,3.63620154927276e-36
"ENSG00000162407","PLPP3",-1.00410399435363,8.21900104844111e-34,25911.3725100212,0.0801295265432261,-12.5310111973764,5.0514467759761e-36
"ENSG00000106617","PRKAG2",1.61406394773003,9.60785659179712e-34,1019.82068503651,0.128948901214694,12.5170818248594,6.02083083602616e-36
"ENSG00000137809","ITGA11",-1.72377936226256,9.60785659179712e-34,1118.31507439716,0.137706403970432,-12.5177864831376,5.96762574908943e-36
"ENSG00000163431","LMOD1",1.16088372650128,3.22334446206025e-33,4942.83432178084,0.0934700039457251,12.4198531881454,2.03935387151318e-35
"ENSG00000115457","IGFBP2",2.21136616665551,1.90628767632251e-32,1921.50783451704,0.180136180728394,12.2760800063246,1.21756142257282e-34
"ENSG00000214814","FER1L6",-3.06318326291891,2.26938861870615e-32,243.938851814648,0.2498273428242,-12.2612009890144,1.46315125452855e-34
"ENSG00000162772","ATF3",1.91669946280666,6.00899984863668e-32,374.085948740026,0.15734780664969,12.181291265622,3.91041204900435e-34
"ENSG00000119508","NR4A3",2.07547377254844,6.27852589007141e-32,216.859551907818,0.170442676571984,12.1769606901936,4.12364016641229e-34
"ENSG00000145777","TSLP",-2.7862261788608,8.61064964795855e-32,152.742965860861,0.229311117045175,-12.1504191107835,5.70722741187901e-34
"ENSG00000160200","CBS",1.24016246838055,1.06349834252037e-31,835.194321682526,0.102219025745407,12.1324035260263,7.11305832849848e-34
"ENSG00000174306","ZHX3",1.12835950705751,6.37999995648549e-31,3239.43045397096,0.0941548156701915,11.9840870488236,4.30561578167254e-33
"ENSG00000128923","MINDY2",1.0355953587974,7.02893369378477e-31,1417.79191722316,0.0864774729089826,11.9753193977738,4.7859092998173e-33
"ENSG00000114098","ARMC8",1.34370169230855,1.14325266096902e-30,1011.60086160952,0.112592737337762,11.9341773197825,7.85314553810968e-33
"ENSG00000173918","C1QTNF1",1.25075426785151,1.42124550446683e-30,993.878702726569,0.104970233991586,11.9153232329821,9.84835098901456e-33
"ENSG00000123562","MORF4L2",1.02543318541432,2.98454393593624e-30,5047.46889147517,0.0865154424240218,11.8526029190091,2.0860875907966e-32
"ENSG00000164125","GASK1B",1.12203001879643,4.09612497459967e-30,5604.39126164999,0.0948836271791492,11.825328058738,2.8877236805746e-32
"ENSG00000114270","COL7A1",1.23075035369272,4.54053619862799e-30,1548.77328675061,0.104159993922401,11.8159603063113,3.228387993722e-32
"ENSG00000103485","QPRT",-1.21479157064615,4.76947112072575e-30,867.024557577974,0.102851545906491,-11.8111163030121,3.41990276793422e-32
"ENSG00000077684","JADE1",1.19765782832125,5.72208695502568e-30,1572.84281565562,0.10153865287129,11.7950927499442,4.13744537601279e-32
"ENSG00000109861","CTSC",1.01561352744265,7.38620958826166e-30,4063.94572403138,0.0862671906005508,11.7728828349739,5.38522150023898e-32
"ENSG00000139289","PHLDA1",-0.994709098451503,9.17020861023193e-30,1979.78290146007,0.084627810852726,-11.753926852516,6.741175285902e-32
"ENSG00000125868","DSTN",0.914067229472276,9.83628812441457e-30,15874.4876902866,0.0778107550404309,11.7473121678015,7.29009062004695e-32
"ENSG00000110756","HPS5",1.57379290034102,1.44185902775598e-29,996.591848630783,0.134348499684091,11.7142573533881,1.07731091492975e-31
"ENSG00000138829","FBN2",1.91667244405902,1.70547509471135e-29,15709.1719864971,0.163827460797948,11.6993355980955,1.28455282501156e-31
"ENSG00000164442","CITED2",1.54719722564971,2.24684865076603e-29,7520.83562619791,0.132519530187935,11.6752392908089,1.70585038561412e-31
"ENSG00000143320","CRABP2",-1.63932899247829,2.68369440297485e-29,1495.64770955077,0.140600903507442,-11.659448492744,2.05368274992652e-31
"ENSG00000144369","FAM171B",-1.35067188851125,4.06453764151249e-29,1306.01694739283,0.11620302802284,-11.6233794548433,3.13485670109423e-31
"ENSG00000155130",NA,-1.19433665600567,5.53968870818618e-29,5665.23011745403,0.102999337079211,-11.595576145186,4.33935606208848e-31
"ENSG00000181467","RAP2B",-1.27536909692668,5.53968870818618e-29,632.160881481862,0.109983130783648,-11.5960428462026,4.3157646591479e-31
"ENSG00000196507","TCEAL3",1.05235335135289,7.2448442567613e-28,990.200690664718,0.0925332443439604,11.3727056563707,5.7186948519868e-30
"ENSG00000154864","PIEZO2",-2.56892973670089,8.28562406591312e-28,153.533303070454,0.226131778723153,-11.3603216284164,6.59015652386438e-30
"ENSG00000008256","CYTH3",1.18073760999908,9.70692799295973e-28,3721.6744519808,0.104068046763146,11.3458227258399,7.77911197314801e-30
"ENSG00000177283","FZD8",2.48551410662659,1.32907294568468e-27,115.20781744327,0.219614013990927,11.3176480018678,1.07312469704596e-29
"ENSG00000116584","ARHGEF2",-1.01840616893632,2.21448415829165e-27,2255.14282808729,0.0903471870459977,-11.2721403093361,1.80136997691837e-29
"ENSG00000146592","CREB5",-2.04926864473773,7.4046851365768e-27,670.9372433174,0.183548530463954,-11.1647237902576,6.06795118446882e-29
"ENSG00000140545","MFGE8",1.10843990778571,1.22224309626956e-26,9211.9910283057,0.0996848111708139,11.1194463305584,1.00896182326422e-28
"ENSG00000133216","EPHB2",-1.77320621550554,1.4636463997195e-26,344.727649537952,0.159709411184927,-11.1027033557361,1.21705955146596e-28
"ENSG00000163491","NEK10",-2.49896410253573,2.35437599503697e-26,160.607475271366,0.225956311784263,-11.0595012053555,1.97191048029729e-28
"ENSG00000072958","AP1M1",1.08285884212578,3.76097225083278e-26,2132.17157178027,0.0982919326213861,11.0167621415775,3.17266880643883e-28
"ENSG00000205978","NYNRIN",-1.15912811608329,3.80950661258337e-26,1604.2736872193,0.105232104300586,-11.0149666186694,3.23656563252745e-28
"ENSG00000233117",NA,3.38768515285863,5.48887681336371e-26,77.7222191178447,0.308496848582641,10.9812634016296,4.70299903188275e-28
"ENSG00000243244","STON1",1.40913523551432,5.48887681336371e-26,997.585554884248,0.128327710763247,10.9807556538902,4.72950942583159e-28
"ENSG00000096060","FKBP5",4.04403198660635,8.45066136269502e-26,2567.11286939017,0.3696192275282,10.9410758029297,7.33246105222996e-28
"ENSG00000136546","SCN7A",1.36602846229551,1.13098043020474e-25,4998.81260874796,0.12516298986094,10.913996731887,9.88142699323252e-28
"ENSG00000092621","PHGDH",-1.42945058823983,1.50168703205965e-25,1234.02607563882,0.131291888913081,-10.8875772911316,1.32107921595993e-27
"ENSG00000127083","OMD",1.81007146747537,1.89299616357731e-25,304.920973493586,0.166583668503301,10.8658398733698,1.67673195978468e-27
"ENSG00000187498","COL4A1",1.31301276304789,3.30196069362789e-25,2286.26377669271,0.121414249598628,10.8143217735023,2.94462631150234e-27
"ENSG00000166482","MFAP4",-0.970942361074591,4.77307608471641e-25,26401.0778118715,0.0900700209146686,-10.7798616144927,4.28529969042387e-27
"ENSG00000183160","TMEM119",-1.17575227524761,6.05340548198782e-25,2993.78821950225,0.109297429924,-10.7573643411851,5.47126308928761e-27
"ENSG00000123243","ITIH5",-0.958268358423379,7.02300570831963e-25,13814.3718852771,0.0891989286026082,-10.7430478531035,6.38993650250822e-27
"ENSG00000126878","AIF1L",-2.6715702713664,7.75582663685924e-25,93.5294181386027,0.248905450305028,-10.7332734903653,7.10343244638831e-27
"ENSG00000165507","DEPP1",1.55073373483247,8.24549946827678e-25,18381.4407749051,0.144563463027279,10.7270101473693,7.6015992928799e-27
"ENSG00000102466","FGF14",1.2145496749845,9.83059825425263e-25,665.691606338167,0.113401824468204,10.7101422810446,9.12215070592254e-27
"ENSG00000180914","OXTR",1.87351326603016,1.08634029635976e-24,569.832188061988,0.175089947198791,10.7002903136583,1.01459837271489e-26
"ENSG00000177666","PNPLA2",1.09752286606173,1.57724061642956e-24,1703.49580418853,0.102907997258593,10.6650881884701,1.48258337046885e-26
"ENSG00000069431","ABCC9",1.05444097749966,2.0935737029768e-24,850.478094332451,0.0991191292504778,10.6381178433786,1.98090291146151e-26
"ENSG00000177674","AGTRAP",1.11220402311785,2.0935737029768e-24,752.492906752584,0.104554596960092,10.6375430201541,1.99315886400539e-26
"ENSG00000131386","GALNT15",1.6128078730081,2.2520006230966e-24,11510.6812238684,0.151720083891271,10.6301541077707,2.15755663456471e-26
"ENSG00000099204","ABLIM1",1.42462267537249,2.6258999275867e-24,849.846584268198,0.134205491719496,10.6152338262737,2.53159790560299e-26
"ENSG00000125848","FLRT3",-2.48289595639208,3.3403341852536e-24,179.058579257042,0.234408988623464,-10.5921533597007,3.24050255378301e-26
"ENSG00000112773","TENT5A",-1.20066032951739,3.66230937851665e-24,517.825133120114,0.113452248663711,-10.582957531995,3.57492238683838e-26
"ENSG00000169738","DCXR",2.09545133700322,4.51522528407742e-24,628.273261724979,0.198381203957695,10.5627513857113,4.43469342796228e-26
"ENSG00000127954","STEAP4",5.20461608172082,5.25863768433853e-24,286.93513912435,0.493428466824925,10.5478634323858,5.19653278037791e-26
"ENSG00000162496","DHRS3",1.08449168678505,5.54141202284273e-24,3698.60581984113,0.10286983259585,10.5423685391397,5.5093575787482e-26
"ENSG00000110900","TSPAN11",-1.46774054812697,5.80041308093275e-24,263.296243650386,0.139287302147205,-10.5375043202129,5.80181110770569e-26
"ENSG00000148120","AOPEP",1.10149153108371,7.18791207506617e-24,745.071882623424,0.104736928422726,10.5167446446206,7.23295563109213e-26
"ENSG00000164742","ADCY1",-2.59058047557161,1.05141583019067e-23,354.469579574128,0.247186311254788,-10.4802748276031,1.0643399582552e-25
"ENSG00000035664","DAPK2",1.68089505385737,1.15346904757179e-23,634.053661575466,0.160529393559497,10.4709487563994,1.17459790937354e-25
"ENSG00000102554","KLF5",2.48074509298202,1.63417514068823e-23,149.739445948997,0.237679289367664,10.4373633040638,1.67395621786574e-25
"ENSG00000172061","LRRC15",-2.55767613614272,2.12131398969865e-23,231.813293366922,0.245646887307876,-10.412003034816,2.18573567268299e-25
"ENSG00000197043","ANXA6",0.919300129664185,2.95959929315022e-23,14141.1740570543,0.0885671025430895,10.3797019803931,3.06731187287201e-25
"ENSG00000023909","GCLM",1.21935906931293,3.63907730354608e-23,1930.28258464979,0.117705599173519,10.3593973258263,3.79344645404598e-25
"ENSG00000237697",NA,2.02210198994954,4.87255795944697e-23,127.003584359468,0.195733632341324,10.330886755442,5.10861102038909e-25
"ENSG00000183044","ABAT",1.15433591225976,7.6243108890134e-23,499.376173433,0.112209763336616,10.2873036885114,8.03961439851376e-25
"ENSG00000099194","SCD",-1.99453295421841,8.05224001434226e-23,786.744919950826,0.193992526943008,-10.2814937546763,8.53937239409639e-25
"ENSG00000138073","PREB",1.09872358953995,8.13276084575081e-23,1699.80497855774,0.106879843141503,10.2799887915751,8.67376879789042e-25
"ENSG00000163697","APBB2",1.07770787989976,8.2512542204576e-23,2269.51376090829,0.104855271498222,10.2780514942259,8.84986292625604e-25
"ENSG00000164070","HSPA4L",-1.32450689932109,9.69599030436607e-23,592.81106531584,0.1290697668353,-10.2619453943171,1.04578348064686e-24
"ENSG00000120837","NFYB",1.03301198555039,1.23639409847992e-22,1844.66699552176,0.100900651176903,10.2379119807589,1.34099143002161e-24
"ENSG00000177614","PGBD5",-2.570982478189,1.35916052635164e-22,133.433171808915,0.251361909188697,-10.228210338182,1.48233342534133e-24
"ENSG00000013297","CLDN11",-1.77699919991173,1.37599113459902e-22,3439.34786081109,0.173773445901645,-10.2259536299781,1.51727149693674e-24
"ENSG00000174136","RGMB",-0.972130840712296,1.37599113459902e-22,2837.22669435713,0.0950626758672934,-10.2262095174912,1.51326922712788e-24
"ENSG00000152580","IGSF10",-1.15835116042139,1.51983076151419e-22,6006.43237171441,0.113388327921921,-10.2157883589132,1.68503772064721e-24
"ENSG00000164292","RHOBTB3",1.04448529592829,1.72854068812067e-22,14418.5711364171,0.10237265832693,10.2027759462169,1.92685000784721e-24
"ENSG00000128510","CPA4",-2.26478405201282,1.84882436661784e-22,164.47123264518,0.222130899882809,-10.1957181698164,2.07207358514653e-24
"ENSG00000131446","MGAT1",0.862888453779808,1.87504372700721e-22,5370.09590527039,0.0846481212847624,10.1938287664647,2.11275715202668e-24
"ENSG00000091527","CDV3",0.763061423282515,1.90967835214677e-22,4877.91580219933,0.0748721054071974,10.1915315341081,2.16328952882377e-24
"ENSG00000126950","TMEM35A",-1.71073276768262,2.94980308179224e-22,787.988676773867,0.168567295156074,-10.1486635714162,3.3593202124532e-24
"ENSG00000008311","AASS",1.09306460693847,3.07591204265269e-22,722.985700952922,0.107754139092787,10.144061435981,3.52147076466625e-24
"ENSG00000081052","COL4A4",1.90975289427198,3.387519551285e-22,207.46322127915,0.188447802521845,10.1341213254561,3.89862758674039e-24
"ENSG00000088756","ARHGAP28",-1.65002141536955,3.68949962789765e-22,687.0416854686,0.162960883678841,-10.1252606031603,4.26840159409706e-24
"ENSG00000127824","TUBA4A",-1.56345102181578,4.09162805463388e-22,229.181084339846,0.154573281505168,-10.1146265809431,4.75828039614569e-24
"ENSG00000173221","GLRX",1.00167692241081,4.50497404981015e-22,1986.11387431313,0.0991298889855934,10.1046912556957,5.26611813487086e-24
"ENSG00000132356","PRKAA1",0.864935037419409,4.77430409030749e-22,2387.35460673014,0.0856499063439726,10.0984936743048,5.60972100271126e-24
"ENSG00000134253","TRIM45",-1.96104843088377,6.12635109317301e-22,137.252342679529,0.194673891419365,-10.0735050631895,7.23526641517179e-24
"ENSG00000170624","SGCD",-1.13963822402986,6.71762177775002e-22,2125.99488807836,0.11323974947384,-10.0639415869878,7.97403886609275e-24
"ENSG00000167992","VWCE",-1.52669367974894,9.20648405378786e-22,252.059135195029,0.152176649348381,-10.0323780703953,1.09838746845625e-23
